Date Time GMT-04:00,Cond,Temp2,,,,,
10/01/15 04:00:00,63.50,76.12,,,,,
10/01/15 04:15:00,63.43,76.08,,,,,
10/01/15 04:30:00,63.27,76.05,,,,,
10/01/15 04:45:00,63.27,76.05,,,,,
10/01/15 05:00:00,63.66,76.03,,,,,
10/01/15 05:15:00,63.58,76.01,,,,,
10/01/15 05:30:00,63.43,75.97,,,,,
10/01/15 05:45:00,63.35,75.97,,,,,
10/01/15 06:00:00,63.20,75.96,,,,,
10/01/15 06:15:00,63.36,75.94,,,,,
10/01/15 06:30:00,63.28,75.90,,,,,
10/01/15 06:45:00,63.28,75.90,,,,,
10/01/15 07:00:00,63.28,75.88,,,,,
10/01/15 07:15:00,63.20,75.88,,,,,
10/01/15 07:30:00,63.36,75.88,,,,,
10/01/15 07:45:00,63.28,75.88,,,,,
10/01/15 08:00:00,63.36,75.88,,,,,
10/01/15 08:15:00,63.28,75.88,,,,,
10/01/15 08:30:00,63.28,75.90,,,,,
10/01/15 08:45:00,63.20,75.94,,,,,
10/01/15 09:00:00,63.28,75.96,,,,,
10/01/15 09:15:00,63.43,75.97,,,,,
10/01/15 09:30:00,63.51,76.05,,,,,
10/01/15 09:45:00,63.50,76.10,,,,,
10/01/15 10:00:00,63.58,76.15,,,,,
10/01/15 10:15:00,63.42,76.23,,,,,
10/01/15 10:30:00,63.34,76.41,,,,,
10/01/15 10:45:00,63.18,76.55,,,,,
10/01/15 11:00:00,63.40,76.77,,,,,
10/01/15 11:15:00,63.47,76.91,,,,,
10/01/15 11:30:00,63.55,76.91,,,,,
10/01/15 11:45:00,63.63,76.91,,,,,
10/01/15 12:00:00,63.63,76.93,,,,,
10/01/15 12:15:00,63.70,77.13,,,,,
10/01/15 12:30:00,64.07,77.43,,,,,
10/01/15 12:45:00,64.37,77.58,,,,,
10/01/15 13:00:00,64.45,77.52,,,,,
10/01/15 13:15:00,64.38,77.43,,,,,
10/01/15 13:30:00,64.31,77.34,,,,,
10/01/15 13:45:00,64.31,77.32,,,,,
10/01/15 14:00:00,64.38,77.29,,,,,
10/01/15 14:15:00,64.39,77.27,,,,,
10/01/15 14:30:00,64.46,77.22,,,,,
10/01/15 14:45:00,64.77,77.18,,,,,
10/01/15 15:00:00,64.24,77.14,,,,,
10/01/15 15:15:00,64.70,77.14,,,,,
10/01/15 15:30:00,64.47,77.13,,,,,
10/01/15 15:45:00,64.24,77.13,,,,,
10/01/15 16:00:00,64.85,77.11,,,,,
10/01/15 16:15:00,64.08,77.07,,,,,
10/01/15 16:30:00,64.09,77.05,,,,,
10/01/15 16:45:00,64.09,77.05,,,,,
10/01/15 17:00:00,64.09,77.04,,,,,
10/01/15 17:15:00,64.09,77.00,,,,,
10/01/15 17:30:00,63.40,76.96,,,,,
10/01/15 17:45:00,63.55,76.91,,,,,
10/01/15 18:00:00,63.71,76.89,,,,,
10/01/15 18:15:00,63.63,76.84,,,,,
10/01/15 18:30:00,63.71,76.82,,,,,
10/01/15 18:45:00,63.56,76.78,,,,,
10/01/15 19:00:00,63.56,76.77,,,,,
10/01/15 19:15:00,63.48,76.71,,,,,
10/01/15 19:30:00,63.25,76.68,,,,,
10/01/15 19:45:00,63.18,76.64,,,,,
10/01/15 20:00:00,63.10,76.62,,,,,
10/01/15 20:15:00,62.72,76.60,,,,,
10/01/15 20:30:00,62.72,76.55,,,,,
10/01/15 20:45:00,62.56,76.55,,,,,
10/01/15 21:00:00,62.33,76.53,,,,,
10/01/15 21:15:00,62.26,76.50,,,,,
10/01/15 21:30:00,62.18,76.48,,,,,
10/01/15 21:45:00,62.11,76.46,,,,,
10/01/15 22:00:00,62.11,76.46,,,,,
10/01/15 22:15:00,61.95,76.42,,,,,
10/01/15 22:30:00,61.88,76.42,,,,,
10/01/15 22:45:00,61.88,76.41,,,,,
10/01/15 23:00:00,61.88,76.41,,,,,
10/01/15 23:15:00,61.80,76.39,,,,,
10/01/15 23:30:00,61.80,76.39,,,,,
10/01/15 23:45:00,61.72,76.37,,,,,
10/02/15 00:00:00,61.80,76.37,,,,,
10/02/15 00:15:00,61.72,76.33,,,,,
10/02/15 00:30:00,61.72,76.33,,,,,
10/02/15 00:45:00,61.72,76.33,,,,,
10/02/15 01:00:00,61.72,76.33,,,,,
10/02/15 01:15:00,61.72,76.33,,,,,
10/02/15 01:30:00,61.80,76.33,,,,,
10/02/15 01:45:00,61.80,76.33,,,,,
10/02/15 02:00:00,61.72,76.33,,,,,
10/02/15 02:15:00,61.80,76.33,,,,,
10/02/15 02:30:00,61.72,76.33,,,,,
10/02/15 02:45:00,61.88,76.32,,,,,
10/02/15 03:00:00,61.80,76.32,,,,,
10/02/15 03:15:00,61.80,76.32,,,,,
10/02/15 03:30:00,61.73,76.30,,,,,
10/02/15 03:45:00,61.65,76.30,,,,,
10/02/15 04:00:00,61.73,76.30,,,,,
10/02/15 04:15:00,61.73,76.30,,,,,
10/02/15 04:30:00,61.80,76.26,,,,,
10/02/15 04:45:00,61.73,76.26,,,,,
10/02/15 05:00:00,61.73,76.26,,,,,
10/02/15 05:15:00,61.80,76.24,,,,,
10/02/15 05:30:00,61.80,76.24,,,,,
10/02/15 05:45:00,61.65,76.24,,,,,
10/02/15 06:00:00,61.88,76.24,,,,,
10/02/15 06:15:00,61.73,76.23,,,,,
10/02/15 06:30:00,61.80,76.24,,,,,
10/02/15 06:45:00,61.88,76.23,,,,,
10/02/15 07:00:00,62.11,76.23,,,,,
10/02/15 07:15:00,61.73,76.24,,,,,
10/02/15 07:30:00,61.88,76.24,,,,,
10/02/15 07:45:00,62.34,76.24,,,,,
10/02/15 08:00:00,62.42,76.24,,,,,
10/02/15 08:15:00,61.96,76.26,,,,,
10/02/15 08:30:00,61.88,76.30,,,,,
10/02/15 08:45:00,61.80,76.32,,,,,
10/02/15 09:00:00,61.65,76.33,,,,,
10/02/15 09:15:00,61.88,76.39,,,,,
10/02/15 09:30:00,62.03,76.41,,,,,
10/02/15 09:45:00,61.95,76.46,,,,,
10/02/15 10:00:00,61.72,76.55,,,,,
10/02/15 10:15:00,61.87,76.68,,,,,
10/02/15 10:30:00,61.87,76.69,,,,,
10/02/15 10:45:00,61.86,76.71,,,,,
10/02/15 11:00:00,62.17,76.71,,,,,
10/02/15 11:15:00,62.09,76.75,,,,,
10/02/15 11:30:00,62.01,76.86,,,,,
10/02/15 11:45:00,62.24,76.96,,,,,
10/02/15 12:00:00,62.16,77.05,,,,,
10/02/15 12:15:00,62.31,77.20,,,,,
10/02/15 12:30:00,62.38,77.34,,,,,
10/02/15 12:45:00,62.38,77.41,,,,,
10/02/15 13:00:00,62.38,77.36,,,,,
10/02/15 13:15:00,62.46,77.29,,,,,
10/02/15 13:30:00,62.46,77.25,,,,,
10/02/15 13:45:00,62.46,77.18,,,,,
10/02/15 14:00:00,62.62,77.11,,,,,
10/02/15 14:15:00,62.70,77.05,,,,,
10/02/15 14:30:00,62.70,77.05,,,,,
10/02/15 14:45:00,62.70,77.04,,,,,
10/02/15 15:00:00,62.70,77.00,,,,,
10/02/15 15:15:00,62.63,76.98,,,,,
10/02/15 15:30:00,62.63,76.96,,,,,
10/02/15 15:45:00,62.63,76.96,,,,,
10/02/15 16:00:00,62.70,76.93,,,,,
10/02/15 16:15:00,62.70,76.93,,,,,
10/02/15 16:30:00,62.63,76.93,,,,,
10/02/15 16:45:00,62.70,76.91,,,,,
10/02/15 17:00:00,62.47,76.91,,,,,
10/02/15 17:15:00,62.48,76.86,,,,,
10/02/15 17:30:00,62.63,76.84,,,,,
10/02/15 17:45:00,62.63,76.84,,,,,
10/02/15 18:00:00,62.55,76.82,,,,,
10/02/15 18:15:00,62.63,76.78,,,,,
10/02/15 18:30:00,62.71,76.77,,,,,
10/02/15 18:45:00,62.56,76.75,,,,,
10/02/15 19:00:00,62.56,76.71,,,,,
10/02/15 19:15:00,62.64,76.69,,,,,
10/02/15 19:30:00,62.56,76.68,,,,,
10/02/15 19:45:00,62.64,76.68,,,,,
10/02/15 20:00:00,62.64,76.64,,,,,
10/02/15 20:15:00,62.48,76.64,,,,,
10/02/15 20:30:00,62.56,76.62,,,,,
10/02/15 20:45:00,62.64,76.62,,,,,
10/02/15 21:00:00,62.56,76.60,,,,,
10/02/15 21:15:00,62.64,76.57,,,,,
10/02/15 21:30:00,62.72,76.55,,,,,
10/02/15 21:45:00,62.72,76.55,,,,,
10/02/15 22:00:00,62.72,76.53,,,,,
10/02/15 22:15:00,62.72,76.53,,,,,
10/02/15 22:30:00,62.72,76.53,,,,,
10/02/15 22:45:00,62.72,76.50,,,,,
10/02/15 23:00:00,62.72,76.50,,,,,
10/02/15 23:15:00,62.64,76.48,,,,,
10/02/15 23:30:00,62.72,76.48,,,,,
10/02/15 23:45:00,62.72,76.48,,,,,
10/03/15 00:00:00,62.72,76.46,,,,,
10/03/15 00:15:00,62.72,76.46,,,,,
10/03/15 00:30:00,62.72,76.42,,,,,
10/03/15 00:45:00,62.72,76.42,,,,,
10/03/15 01:00:00,62.72,76.41,,,,,
10/03/15 01:15:00,63.03,76.42,,,,,
10/03/15 01:30:00,63.03,76.41,,,,,
10/03/15 01:45:00,63.03,76.39,,,,,
10/03/15 02:00:00,62.95,76.39,,,,,
10/03/15 02:15:00,62.88,76.37,,,,,
10/03/15 02:30:00,62.88,76.37,,,,,
10/03/15 02:45:00,63.03,76.37,,,,,
10/03/15 03:00:00,63.03,76.37,,,,,
10/03/15 03:15:00,62.95,76.39,,,,,
10/03/15 03:30:00,62.88,76.39,,,,,
10/03/15 03:45:00,62.80,76.37,,,,,
10/03/15 04:00:00,62.80,76.37,,,,,
10/03/15 04:15:00,62.72,76.37,,,,,
10/03/15 04:30:00,62.65,76.37,,,,,
10/03/15 04:45:00,62.72,76.37,,,,,
10/03/15 05:00:00,62.72,76.37,,,,,
10/03/15 05:15:00,62.80,76.37,,,,,
10/03/15 05:30:00,62.80,76.37,,,,,
10/03/15 05:45:00,62.88,76.33,,,,,
10/03/15 06:00:00,62.88,76.33,,,,,
10/03/15 06:15:00,62.80,76.37,,,,,
10/03/15 06:30:00,62.96,76.33,,,,,
10/03/15 06:45:00,62.96,76.33,,,,,
10/03/15 07:00:00,62.88,76.33,,,,,
10/03/15 07:15:00,62.80,76.33,,,,,
10/03/15 07:30:00,62.88,76.33,,,,,
10/03/15 07:45:00,62.96,76.37,,,,,
10/03/15 08:00:00,62.96,76.37,,,,,
10/03/15 08:15:00,62.80,76.39,,,,,
10/03/15 08:30:00,62.80,76.39,,,,,
10/03/15 08:45:00,62.80,76.41,,,,,
10/03/15 09:00:00,62.80,76.42,,,,,
10/03/15 09:15:00,62.88,76.42,,,,,
10/03/15 09:30:00,62.95,76.48,,,,,
10/03/15 09:45:00,62.80,76.50,,,,,
10/03/15 10:00:00,62.87,76.53,,,,,
10/03/15 10:15:00,62.87,76.55,,,,,
10/03/15 10:30:00,62.72,76.57,,,,,
10/03/15 10:45:00,62.87,76.60,,,,,
10/03/15 11:00:00,62.87,76.68,,,,,
10/03/15 11:15:00,62.94,76.77,,,,,
10/03/15 11:30:00,62.86,76.91,,,,,
10/03/15 11:45:00,62.86,77.00,,,,,
10/03/15 12:00:00,62.93,77.07,,,,,
10/03/15 12:15:00,62.92,77.27,,,,,
10/03/15 12:30:00,62.92,77.36,,,,,
10/03/15 12:45:00,62.77,77.36,,,,,
10/03/15 13:00:00,62.92,77.32,,,,,
10/03/15 13:15:00,62.84,77.29,,,,,
10/03/15 13:30:00,62.92,77.27,,,,,
10/03/15 13:45:00,62.92,77.25,,,,,
10/03/15 14:00:00,63.00,77.22,,,,,
10/03/15 14:15:00,63.00,77.22,,,,,
10/03/15 14:30:00,62.93,77.20,,,,,
10/03/15 14:45:00,63.00,77.22,,,,,
10/03/15 15:00:00,63.00,77.22,,,,,
10/03/15 15:15:00,63.00,77.22,,,,,
10/03/15 15:30:00,63.00,77.20,,,,,
10/03/15 15:45:00,63.00,77.22,,,,,
10/03/15 16:00:00,63.00,77.20,,,,,
10/03/15 16:15:00,63.00,77.20,,,,,
10/03/15 16:30:00,63.08,77.20,,,,,
10/03/15 16:45:00,63.00,77.18,,,,,
10/03/15 17:00:00,63.00,77.14,,,,,
10/03/15 17:15:00,63.08,77.13,,,,,
10/03/15 17:30:00,59.85,77.07,,,,,
10/03/15 17:45:00,58.78,77.05,,,,,
10/03/15 18:00:00,58.70,76.98,,,,,
10/03/15 18:15:00,58.63,76.91,,,,,
10/03/15 18:30:00,59.40,76.82,,,,,
10/03/15 18:45:00,60.40,76.71,,,,,
10/03/15 19:00:00,60.71,76.64,,,,,
10/03/15 19:15:00,59.80,76.46,,,,,
10/03/15 19:30:00,55.58,76.19,,,,,
10/03/15 19:45:00,52.29,76.03,,,,,
10/03/15 20:00:00,50.37,75.94,,,,,
10/03/15 20:15:00,49.68,75.90,,,,,
10/03/15 20:30:00,51.44,75.96,,,,,
10/03/15 20:45:00,51.60,75.96,,,,,
10/03/15 21:00:00,51.83,75.96,,,,,
10/03/15 21:15:00,51.90,75.94,,,,,
10/03/15 21:30:00,52.13,75.94,,,,,
10/03/15 21:45:00,52.14,75.90,,,,,
10/03/15 22:00:00,52.37,75.90,,,,,
10/03/15 22:15:00,52.60,75.88,,,,,
10/03/15 22:30:00,52.98,75.88,,,,,
10/03/15 22:45:00,53.21,75.88,,,,,
10/03/15 23:00:00,53.52,75.88,,,,,
10/03/15 23:15:00,53.59,75.88,,,,,
10/03/15 23:30:00,53.75,75.88,,,,,
10/03/15 23:45:00,53.82,75.88,,,,,
10/04/15 00:00:00,53.90,75.88,,,,,
10/04/15 00:15:00,54.05,75.90,,,,,
10/04/15 00:30:00,54.05,75.90,,,,,
10/04/15 00:45:00,54.21,75.90,,,,,
10/04/15 01:00:00,54.28,75.90,,,,,
10/04/15 01:15:00,54.36,75.90,,,,,
10/04/15 01:30:00,54.51,75.90,,,,,
10/04/15 01:45:00,54.51,75.90,,,,,
10/04/15 02:00:00,54.59,75.90,,,,,
10/04/15 02:15:00,54.74,75.90,,,,,
10/04/15 02:30:00,54.82,75.90,,,,,
10/04/15 02:45:00,54.82,75.90,,,,,
10/04/15 03:00:00,54.90,75.88,,,,,
10/04/15 03:15:00,54.90,75.88,,,,,
10/04/15 03:30:00,55.05,75.88,,,,,
10/04/15 03:45:00,55.05,75.88,,,,,
10/04/15 04:00:00,55.13,75.88,,,,,
10/04/15 04:15:00,55.21,75.87,,,,,
10/04/15 04:30:00,55.21,75.87,,,,,
10/04/15 04:45:00,55.28,75.87,,,,,
10/04/15 05:00:00,55.28,75.87,,,,,
10/04/15 05:15:00,55.36,75.83,,,,,
10/04/15 05:30:00,55.44,75.83,,,,,
10/04/15 05:45:00,55.52,75.81,,,,,
10/04/15 06:00:00,55.52,75.79,,,,,
10/04/15 06:15:00,55.59,75.76,,,,,
10/04/15 06:30:00,55.67,75.76,,,,,
10/04/15 06:45:00,55.67,75.76,,,,,
10/04/15 07:00:00,55.82,75.76,,,,,
10/04/15 07:15:00,55.90,75.76,,,,,
10/04/15 07:30:00,55.90,75.76,,,,,
10/04/15 07:45:00,55.98,75.76,,,,,
10/04/15 08:00:00,55.98,75.76,,,,,
10/04/15 08:15:00,56.05,75.79,,,,,
10/04/15 08:30:00,56.13,75.81,,,,,
10/04/15 08:45:00,56.13,75.83,,,,,
10/04/15 09:00:00,56.13,75.88,,,,,
10/04/15 09:15:00,56.28,75.94,,,,,
10/04/15 09:30:00,56.35,75.97,,,,,
10/04/15 09:45:00,56.35,76.01,,,,,
10/04/15 10:00:00,56.43,76.05,,,,,
10/04/15 10:15:00,56.51,76.08,,,,,
10/04/15 10:30:00,56.50,76.12,,,,,
10/04/15 10:45:00,56.66,76.15,,,,,
10/04/15 11:00:00,56.73,76.23,,,,,
10/04/15 11:15:00,56.88,76.32,,,,,
10/04/15 11:30:00,56.88,76.41,,,,,
10/04/15 11:45:00,57.18,76.57,,,,,
10/04/15 12:00:00,57.33,76.77,,,,,
10/04/15 12:15:00,57.48,76.91,,,,,
10/04/15 12:30:00,57.55,76.98,,,,,
10/04/15 12:45:00,57.63,76.96,,,,,
10/04/15 13:00:00,57.71,76.89,,,,,
10/04/15 13:15:00,57.63,76.84,,,,,
10/04/15 13:30:00,57.71,76.82,,,,,
10/04/15 13:45:00,57.79,76.78,,,,,
10/04/15 14:00:00,57.79,76.78,,,,,
10/04/15 14:15:00,57.86,76.78,,,,,
10/04/15 14:30:00,57.94,76.78,,,,,
10/04/15 14:45:00,58.02,76.82,,,,,
10/04/15 15:00:00,58.02,76.82,,,,,
10/04/15 15:15:00,58.17,76.78,,,,,
10/04/15 15:30:00,58.25,76.78,,,,,
10/04/15 15:45:00,58.25,76.78,,,,,
10/04/15 16:00:00,58.56,76.77,,,,,
10/04/15 16:15:00,58.40,76.75,,,,,
10/04/15 16:30:00,58.56,76.75,,,,,
10/04/15 16:45:00,58.56,76.71,,,,,
10/04/15 17:00:00,58.41,76.69,,,,,
10/04/15 17:15:00,58.48,76.68,,,,,
10/04/15 17:30:00,58.48,76.68,,,,,
10/04/15 17:45:00,58.48,76.64,,,,,
10/04/15 18:00:00,58.56,76.62,,,,,
10/04/15 18:15:00,58.64,76.60,,,,,
10/04/15 18:30:00,58.72,76.57,,,,,
10/04/15 18:45:00,58.72,76.55,,,,,
10/04/15 19:00:00,58.80,76.53,,,,,
10/04/15 19:15:00,58.80,76.53,,,,,
10/04/15 19:30:00,58.80,76.50,,,,,
10/04/15 19:45:00,58.87,76.50,,,,,
10/04/15 20:00:00,58.87,76.48,,,,,
10/04/15 20:15:00,58.87,76.48,,,,,
10/04/15 20:30:00,58.95,76.48,,,,,
10/04/15 20:45:00,58.95,76.48,,,,,
10/04/15 21:00:00,59.03,76.46,,,,,
10/04/15 21:15:00,59.18,76.42,,,,,
10/04/15 21:30:00,59.26,76.42,,,,,
10/04/15 21:45:00,59.26,76.41,,,,,
10/04/15 22:00:00,59.34,76.41,,,,,
10/04/15 22:15:00,59.42,76.39,,,,,
10/04/15 22:30:00,59.49,76.39,,,,,
10/04/15 22:45:00,59.49,76.37,,,,,
10/04/15 23:00:00,59.57,76.37,,,,,
10/04/15 23:15:00,59.57,76.33,,,,,
10/04/15 23:30:00,59.57,76.32,,,,,
10/04/15 23:45:00,59.65,76.30,,,,,
10/05/15 00:00:00,59.65,76.26,,,,,
10/05/15 00:15:00,59.65,76.24,,,,,
10/05/15 00:30:00,59.65,76.24,,,,,
10/05/15 00:45:00,59.73,76.23,,,,,
10/05/15 01:00:00,59.73,76.19,,,,,
10/05/15 01:15:00,59.73,76.17,,,,,
10/05/15 01:30:00,59.88,76.17,,,,,
10/05/15 01:45:00,59.81,76.15,,,,,
10/05/15 02:00:00,59.88,76.15,,,,,
10/05/15 02:15:00,59.89,76.12,,,,,
10/05/15 02:30:00,59.96,76.10,,,,,
10/05/15 02:45:00,59.96,76.10,,,,,
10/05/15 03:00:00,59.96,76.08,,,,,
10/05/15 03:15:00,59.96,76.05,,,,,
10/05/15 03:30:00,60.04,76.05,,,,,
10/05/15 03:45:00,60.04,76.03,,,,,
10/05/15 04:00:00,60.04,76.01,,,,,
10/05/15 04:15:00,60.04,75.97,,,,,
10/05/15 04:30:00,60.04,75.97,,,,,
10/05/15 04:45:00,60.12,75.96,,,,,
10/05/15 05:00:00,60.20,75.96,,,,,
10/05/15 05:15:00,60.20,75.96,,,,,
10/05/15 05:30:00,60.28,75.94,,,,,
10/05/15 05:45:00,60.28,75.94,,,,,
10/05/15 06:00:00,60.20,75.94,,,,,
10/05/15 06:15:00,60.28,75.90,,,,,
10/05/15 06:30:00,60.28,75.94,,,,,
10/05/15 06:45:00,60.28,75.94,,,,,
10/05/15 07:00:00,60.35,75.94,,,,,
10/05/15 07:15:00,60.51,75.96,,,,,
10/05/15 07:30:00,60.43,75.96,,,,,
10/05/15 07:45:00,60.43,75.97,,,,,
10/05/15 08:00:00,60.58,75.97,,,,,
10/05/15 08:15:00,60.66,76.01,,,,,
10/05/15 08:30:00,60.58,76.03,,,,,
10/05/15 08:45:00,60.96,76.08,,,,,
10/05/15 09:00:00,60.96,76.10,,,,,
10/05/15 09:15:00,61.50,76.15,,,,,
10/05/15 09:30:00,61.19,76.19,,,,,
10/05/15 09:45:00,61.81,76.23,,,,,
10/05/15 10:00:00,61.19,76.32,,,,,
10/05/15 10:15:00,61.49,76.42,,,,,
10/05/15 10:30:00,61.18,76.55,,,,,
10/05/15 10:45:00,61.18,76.62,,,,,
10/05/15 11:00:00,61.32,76.78,,,,,
10/05/15 11:15:00,61.63,76.96,,,,,
10/05/15 11:30:00,62.08,77.04,,,,,
10/05/15 11:45:00,61.85,77.20,,,,,
10/05/15 12:00:00,62.30,77.36,,,,,
10/05/15 12:15:00,62.07,77.52,,,,,
10/05/15 12:30:00,61.99,77.63,,,,,
10/05/15 12:45:00,61.99,77.56,,,,,
10/05/15 13:00:00,61.91,77.49,,,,,
10/05/15 13:15:00,61.92,77.41,,,,,
10/05/15 13:30:00,62.07,77.41,,,,,
10/05/15 13:45:00,62.15,77.40,,,,,
10/05/15 14:00:00,61.92,77.32,,,,,
10/05/15 14:15:00,62.07,77.32,,,,,
10/05/15 14:30:00,61.85,77.25,,,,,
10/05/15 14:45:00,62.15,77.25,,,,,
10/05/15 15:00:00,61.92,77.22,,,,,
10/05/15 15:15:00,61.92,77.20,,,,,
10/05/15 15:30:00,62.00,77.20,,,,,
10/05/15 15:45:00,61.92,77.20,,,,,
10/05/15 16:00:00,61.85,77.18,,,,,
10/05/15 16:15:00,62.16,77.14,,,,,
10/05/15 16:30:00,62.00,77.13,,,,,
10/05/15 16:45:00,61.93,77.07,,,,,
10/05/15 17:00:00,61.85,77.07,,,,,
10/05/15 17:15:00,62.01,77.04,,,,,
10/05/15 17:30:00,61.93,77.00,,,,,
10/05/15 17:45:00,61.86,76.98,,,,,
10/05/15 18:00:00,62.01,76.96,,,,,
10/05/15 18:15:00,62.32,76.93,,,,,
10/05/15 18:30:00,62.17,76.89,,,,,
10/05/15 18:45:00,62.09,76.86,,,,,
10/05/15 19:00:00,62.25,76.82,,,,,
10/05/15 19:15:00,62.48,76.78,,,,,
10/05/15 19:30:00,62.40,76.75,,,,,
10/05/15 19:45:00,62.17,76.69,,,,,
10/05/15 20:00:00,62.17,76.68,,,,,
10/05/15 20:15:00,62.41,76.64,,,,,
10/05/15 20:30:00,62.25,76.60,,,,,
10/05/15 20:45:00,62.25,76.57,,,,,
10/05/15 21:00:00,62.02,76.55,,,,,
10/05/15 21:15:00,62.49,76.53,,,,,
10/05/15 21:30:00,62.18,76.53,,,,,
10/05/15 21:45:00,62.41,76.50,,,,,
10/05/15 22:00:00,62.34,76.48,,,,,
10/05/15 22:15:00,62.18,76.48,,,,,
10/05/15 22:30:00,62.18,76.48,,,,,
10/05/15 22:45:00,62.41,76.46,,,,,
10/05/15 23:00:00,62.49,76.46,,,,,
10/05/15 23:15:00,62.26,76.42,,,,,
10/05/15 23:30:00,62.26,76.42,,,,,
10/05/15 23:45:00,62.18,76.42,,,,,
10/06/15 00:00:00,62.57,76.42,,,,,
10/06/15 00:15:00,62.26,76.42,,,,,
10/06/15 00:30:00,62.26,76.42,,,,,
10/06/15 00:45:00,62.41,76.42,,,,,
10/06/15 01:00:00,62.26,76.42,,,,,
10/06/15 01:15:00,62.49,76.42,,,,,
10/06/15 01:30:00,62.41,76.42,,,,,
10/06/15 01:45:00,62.49,76.41,,,,,
10/06/15 02:00:00,62.80,76.42,,,,,
10/06/15 02:15:00,62.72,76.41,,,,,
10/06/15 02:30:00,62.41,76.41,,,,,
10/06/15 02:45:00,62.49,76.41,,,,,
10/06/15 03:00:00,62.49,76.39,,,,,
10/06/15 03:15:00,62.57,76.39,,,,,
10/06/15 03:30:00,62.57,76.37,,,,,
10/06/15 03:45:00,62.42,76.37,,,,,
10/06/15 04:00:00,62.57,76.37,,,,,
10/06/15 04:15:00,62.42,76.37,,,,,
10/06/15 04:30:00,62.80,76.37,,,,,
10/06/15 04:45:00,62.65,76.33,,,,,
10/06/15 05:00:00,62.57,76.33,,,,,
10/06/15 05:15:00,62.50,76.32,,,,,
10/06/15 05:30:00,62.73,76.30,,,,,
10/06/15 05:45:00,62.88,76.30,,,,,
10/06/15 06:00:00,62.50,76.26,,,,,
10/06/15 06:15:00,62.80,76.26,,,,,
10/06/15 06:30:00,62.65,76.24,,,,,
10/06/15 06:45:00,62.73,76.24,,,,,
10/06/15 07:00:00,63.34,76.24,,,,,
10/06/15 07:15:00,63.58,76.24,,,,,
10/06/15 07:30:00,62.88,76.24,,,,,
10/06/15 07:45:00,63.42,76.24,,,,,
10/06/15 08:00:00,63.42,76.24,,,,,
10/06/15 08:15:00,62.81,76.24,,,,,
10/06/15 08:30:00,62.57,76.26,,,,,
10/06/15 08:45:00,63.34,76.30,,,,,
10/06/15 09:00:00,63.04,76.30,,,,,
10/06/15 09:15:00,62.88,76.33,,,,,
10/06/15 09:30:00,63.42,76.37,,,,,
10/06/15 09:45:00,63.11,76.42,,,,,
10/06/15 10:00:00,62.87,76.48,,,,,
10/06/15 10:15:00,62.79,76.62,,,,,
10/06/15 10:30:00,62.56,76.68,,,,,
10/06/15 10:45:00,62.71,76.86,,,,,
10/06/15 11:00:00,63.09,76.89,,,,,
10/06/15 11:15:00,63.24,76.91,,,,,
10/06/15 11:30:00,63.47,77.00,,,,,
10/06/15 11:45:00,63.39,77.07,,,,,
10/06/15 12:00:00,63.46,77.25,,,,,
10/06/15 12:15:00,63.54,77.34,,,,,
10/06/15 12:30:00,63.61,77.36,,,,,
10/06/15 12:45:00,63.61,77.29,,,,,
10/06/15 13:00:00,63.46,77.22,,,,,
10/06/15 13:15:00,63.46,77.20,,,,,
10/06/15 13:30:00,63.46,77.18,,,,,
10/06/15 13:45:00,63.47,77.14,,,,,
10/06/15 14:00:00,63.47,77.13,,,,,
10/06/15 14:15:00,63.39,77.07,,,,,
10/06/15 14:30:00,63.47,77.07,,,,,
10/06/15 14:45:00,63.47,77.07,,,,,
10/06/15 15:00:00,63.47,77.04,,,,,
10/06/15 15:15:00,63.39,77.04,,,,,
10/06/15 15:30:00,63.39,77.00,,,,,
10/06/15 15:45:00,63.47,77.00,,,,,
10/06/15 16:00:00,63.47,76.98,,,,,
10/06/15 16:15:00,63.55,76.98,,,,,
10/06/15 16:30:00,63.63,76.96,,,,,
10/06/15 16:45:00,63.78,76.93,,,,,
10/06/15 17:00:00,63.86,76.93,,,,,
10/06/15 17:15:00,64.01,76.91,,,,,
10/06/15 17:30:00,63.94,76.91,,,,,
10/06/15 17:45:00,63.86,76.89,,,,,
10/06/15 18:00:00,63.78,76.86,,,,,
10/06/15 18:15:00,63.94,76.84,,,,,
10/06/15 18:30:00,63.79,76.82,,,,,
10/06/15 18:45:00,63.79,76.82,,,,,
10/06/15 19:00:00,63.71,76.77,,,,,
10/06/15 19:15:00,63.71,76.75,,,,,
10/06/15 19:30:00,63.79,76.71,,,,,
10/06/15 19:45:00,63.41,76.69,,,,,
10/06/15 20:00:00,63.71,76.68,,,,,
10/06/15 20:15:00,63.56,76.64,,,,,
10/06/15 20:30:00,63.56,76.62,,,,,
10/06/15 20:45:00,63.41,76.62,,,,,
10/06/15 21:00:00,63.33,76.60,,,,,
10/06/15 21:15:00,63.41,76.57,,,,,
10/06/15 21:30:00,63.41,76.57,,,,,
10/06/15 21:45:00,63.87,76.53,,,,,
10/06/15 22:00:00,63.26,76.53,,,,,
10/06/15 22:15:00,63.41,76.53,,,,,
10/06/15 22:30:00,63.41,76.50,,,,,
10/06/15 22:45:00,63.64,76.50,,,,,
10/06/15 23:00:00,63.49,76.48,,,,,
10/06/15 23:15:00,63.26,76.50,,,,,
